company,product,date,price
Завод корпусов,Металлоконструкции,2025-07-12,73166.57
Завод корпусов,Корпуса,2025-07-12,5064.02
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-07-12,127.13
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-12,111.46
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-12,130.58
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-07-12,105.5
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-07-12,122.69
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-12,121.99
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-07-12,132.78
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-12,133.86
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-12,124.07
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-12,112.45
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-12,136.93
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-07-19,327.21
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-07-19,82.4
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-07-19,2734.48
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-07-19,279.89
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-07-19,84.39
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-07-19,141.33
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-07-19,19302.17
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-07-19,116.69
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-07-19,3003.66
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-07-19,18080.91
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-07-19,2458.64
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-07-19,80.71
66 Металлообрабатывающий завод,Провода,2025-07-19,131.8
66 Металлообрабатывающий завод,Металлоконструкции,2025-07-19,73050.55
Лепсе,Арматура,2025-07-19,137.51
Лепсе,Сетки металлические,2025-07-19,112.49
Завод Сельмаш,Корпуса,2025-07-19,4962.75
Лискимонтажконструкция,Металлоконструкции,2025-07-19,57017.68
Лискимонтажконструкция,Рессоры,2025-07-19,15384.41
Лискимонтажконструкция,Стальные изделия,2025-07-19,145.65
Завод корпусов,Стальные изделия,2025-07-19,118.33
Завод корпусов,Металлоконструкции,2025-07-19,67506.5
Завод корпусов,Корпуса,2025-07-19,4964.03
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-07-19,132.29
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-19,109.2
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-19,121.38
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-07-19,113.66
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-07-19,121.22
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-19,123.99
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-07-19,130.84
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-19,130.31
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-19,132.07
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-19,107.86
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-19,141.23
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-07-28,293.24
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-07-28,91.67
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-07-28,2623.17
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-07-28,272.09
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-07-28,69.79
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-07-28,123.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-07-28,18815.4
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-07-28,132.27
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-07-28,2693.43
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-07-28,20973.07
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-07-28,2144.82
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-07-28,86.81
66 Металлообрабатывающий завод,Провода,2025-07-28,135.22
66 Металлообрабатывающий завод,Металлоконструкции,2025-07-28,75329.1
Лепсе,Арматура,2025-07-28,118.26
Лепсе,Сетки металлические,2025-07-28,106.64
Завод Сельмаш,Корпуса,2025-07-28,5100.56
Лискимонтажконструкция,Металлоконструкции,2025-07-28,73525.57
Лискимонтажконструкция,Рессоры,2025-07-28,15749.63
Лискимонтажконструкция,Стальные изделия,2025-07-28,127.15
Завод корпусов,Стальные изделия,2025-07-28,134.26
Завод корпусов,Металлоконструкции,2025-07-28,57123.47
Завод корпусов,Корпуса,2025-07-28,5815.48
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-07-28,111.07
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-28,128.65
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-28,111.95
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-07-28,105.87
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-07-28,127.12
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-28,137.05
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-07-28,112.14
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-28,132.37
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-28,138.82
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-28,108.11
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-28,123.72
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-08-04,284.99
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-08-04,92.2
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-08-04,2639.93
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-08-04,275.06
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-08-04,71.19
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-08-04,123.43
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-08-04,20139.26
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-08-04,129.96
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-08-04,2667.95
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-08-04,20527.11
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-08-04,2229.21
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-08-04,85.64
66 Металлообрабатывающий завод,Провода,2025-08-04,133.19
66 Металлообрабатывающий завод,Металлоконструкции,2025-08-04,70465.92
Лепсе,Арматура,2025-08-04,115.69
Лепсе,Сетки металлические,2025-08-04,110.34
Завод Сельмаш,Корпуса,2025-08-04,5031.59
Лискимонтажконструкция,Металлоконструкции,2025-08-04,74745.54
Лискимонтажконструкция,Рессоры,2025-08-04,16370.02
Лискимонтажконструкция,Стальные изделия,2025-08-04,130.26
Завод корпусов,Стальные изделия,2025-08-04,146.17
Завод корпусов,Металлоконструкции,2025-08-04,58210.91
Завод корпусов,Корпуса,2025-08-04,5689.97
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-08-04,114.86
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-04,121.23
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-04,114.15
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-08-04,102.46
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-08-04,125.43
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-04,132.76
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-08-04,111.54
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-04,138.98
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-04,138.86
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-04,104.25
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-04,120.85
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-08-11,304.66
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-08-11,84.47
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-08-11,2506.21
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-08-11,275.85
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-08-11,67.94
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-08-11,122.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-08-11,19351.68
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-08-11,133.81
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-08-11,2524.59
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-08-11,19975.15
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-08-11,2201.98
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-08-11,85.67
66 Металлообрабатывающий завод,Провода,2025-08-11,123.85
66 Металлообрабатывающий завод,Металлоконструкции,2025-08-11,72686.37
Лепсе,Арматура,2025-08-11,109.99
Лепсе,Сетки металлические,2025-08-11,109.74
Завод Сельмаш,Корпуса,2025-08-11,4865.95
Лискимонтажконструкция,Металлоконструкции,2025-08-11,72837.26
Лискимонтажконструкция,Рессоры,2025-08-11,15778.71
Лискимонтажконструкция,Стальные изделия,2025-08-11,131.62
Завод корпусов,Стальные изделия,2025-08-11,140.76
Завод корпусов,Металлоконструкции,2025-08-11,56001.6
Завод корпусов,Корпуса,2025-08-11,6059.45
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-08-11,117.25
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-11,122.26
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-11,109.03
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-08-11,103.07
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-08-11,128.4
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-11,135.75
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-08-11,104.53
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-11,131.86
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-11,144.6
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-11,106.36
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-11,127.6
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-08-18,303.08
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-08-18,89.25
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-08-18,2481.93
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-08-18,289.65
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-08-18,70.63
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-08-18,124.96
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-08-18,19545.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-08-18,135.34
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-08-18,2569.91
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-08-18,21393.15
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-08-18,2212.39
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-08-18,82.92
66 Металлообрабатывающий завод,Провода,2025-08-18,129.75
66 Металлообрабатывающий завод,Металлоконструкции,2025-08-18,75369.73
Лепсе,Арматура,2025-08-18,111.97
Лепсе,Сетки металлические,2025-08-18,109.16
Завод Сельмаш,Корпуса,2025-08-18,4778.53
Лискимонтажконструкция,Металлоконструкции,2025-08-18,71967.31
Лискимонтажконструкция,Рессоры,2025-08-18,16629.18
Лискимонтажконструкция,Стальные изделия,2025-08-18,128.01
Завод корпусов,Стальные изделия,2025-08-18,138.74
Завод корпусов,Металлоконструкции,2025-08-18,55078.89
Завод корпусов,Корпуса,2025-08-18,6009.58
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-08-18,115.64
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-18,128.42
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-18,113.61
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-08-18,106.55
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-08-18,128.01
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-18,143.96
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-08-18,114.8
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-18,137.88
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-18,144.89
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-18,109.11
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-18,121.1
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-08-27,338.76
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-08-27,100.04
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-08-27,2967.52
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-08-27,285.5
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-08-27,81.1
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-08-27,122.94
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-08-27,16800.64
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-08-27,140.3
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-08-27,2187.21
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-08-27,17468.71
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-08-27,2561.54
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-08-27,75.48
66 Металлообрабатывающий завод,Провода,2025-08-27,118.39
66 Металлообрабатывающий завод,Металлоконструкции,2025-08-27,61192.47
Лепсе,Арматура,2025-08-27,132.65
Лепсе,Сетки металлические,2025-08-27,134.46
Завод Сельмаш,Корпуса,2025-08-27,5815.04
Лискимонтажконструкция,Металлоконструкции,2025-08-27,58093.31
Лискимонтажконструкция,Рессоры,2025-08-27,18319.17
Лискимонтажконструкция,Стальные изделия,2025-08-27,137.51
Завод корпусов,Стальные изделия,2025-08-27,144.79
Завод корпусов,Металлоконструкции,2025-08-27,73416.08
Завод корпусов,Корпуса,2025-08-27,5434.84
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-08-27,107.01
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-27,142.63
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-08-27,135.57
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-08-27,102.71
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-08-27,134.13
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-27,125.76
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-08-27,116.69
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-27,115.05
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-27,135.87
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-27,123.72
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-08-27,134.57
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-09-03,328.24
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-09-03,97.28
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-09-03,2774.03
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-09-03,289.04
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-09-03,82.02
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-09-03,126.44
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-09-03,18285.64
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-09-03,142.3
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-09-03,2248.0
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-09-03,17166.91
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-09-03,2571.65
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-09-03,77.41
66 Металлообрабатывающий завод,Провода,2025-09-03,122.17
66 Металлообрабатывающий завод,Металлоконструкции,2025-09-03,64053.61
Лепсе,Арматура,2025-09-03,124.87
Лепсе,Сетки металлические,2025-09-03,130.94
Завод Сельмаш,Корпуса,2025-09-03,5591.98
Лискимонтажконструкция,Металлоконструкции,2025-09-03,55166.52
Лискимонтажконструкция,Рессоры,2025-09-03,18913.54
Лискимонтажконструкция,Стальные изделия,2025-09-03,134.96
Завод корпусов,Стальные изделия,2025-09-03,139.21
Завод корпусов,Металлоконструкции,2025-09-03,69465.07
Завод корпусов,Корпуса,2025-09-03,5025.87
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-09-03,106.52
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-03,141.56
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-03,126.88
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-09-03,112.4
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-09-03,128.32
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-03,137.48
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-09-03,111.27
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-03,121.14
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-03,129.01
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-03,130.98
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-03,146.7
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-09-10,342.91
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-09-10,100.8
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-09-10,2853.43
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-09-10,272.87
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-09-10,84.85
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-09-10,129.85
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-09-10,18199.69
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-09-10,132.52
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-09-10,2331.74
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-09-10,17719.85
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-09-10,2477.36
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-09-10,75.43
66 Металлообрабатывающий завод,Провода,2025-09-10,126.66
66 Металлообрабатывающий завод,Металлоконструкции,2025-09-10,64065.49
Лепсе,Арматура,2025-09-10,124.15
Лепсе,Сетки металлические,2025-09-10,138.8
Завод Сельмаш,Корпуса,2025-09-10,5982.87
Лискимонтажконструкция,Металлоконструкции,2025-09-10,58750.37
Лискимонтажконструкция,Рессоры,2025-09-10,18768.93
Лискимонтажконструкция,Стальные изделия,2025-09-10,132.31
Завод корпусов,Стальные изделия,2025-09-10,143.38
Завод корпусов,Металлоконструкции,2025-09-10,75133.03
Завод корпусов,Корпуса,2025-09-10,5032.97
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-09-10,114.35
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-10,143.59
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-10,123.39
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-09-10,108.49
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-09-10,124.2
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-10,127.63
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-09-10,110.36
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-10,116.81
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-10,135.51
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-10,133.81
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-10,134.59
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-09-17,327.39
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-09-17,99.04
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-09-17,3028.15
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-09-17,276.93
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-09-17,82.22
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-09-17,125.86
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-09-17,17894.29
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-09-17,133.0
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-09-17,2278.63
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-09-17,17782.54
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-09-17,2567.89
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-09-17,75.63
66 Металлообрабатывающий завод,Провода,2025-09-17,123.0
66 Металлообрабатывающий завод,Металлоконструкции,2025-09-17,65328.24
Лепсе,Арматура,2025-09-17,123.23
Лепсе,Сетки металлические,2025-09-17,136.72
Завод Сельмаш,Корпуса,2025-09-17,5766.53
Лискимонтажконструкция,Металлоконструкции,2025-09-17,55341.65
Лискимонтажконструкция,Рессоры,2025-09-17,19231.62
Лискимонтажконструкция,Стальные изделия,2025-09-17,137.96
Завод корпусов,Стальные изделия,2025-09-17,137.08
Завод корпусов,Металлоконструкции,2025-09-17,74569.2
Завод корпусов,Корпуса,2025-09-17,5398.46
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-09-17,107.15
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-17,138.91
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-17,129.63
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-09-17,110.7
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-09-17,129.88
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-17,135.78
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-09-17,114.34
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-17,122.97
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-17,130.01
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-17,132.63
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-17,138.39
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-09-26,317.58
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-09-26,100.37
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-09-26,2456.14
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-09-26,336.91
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-09-26,66.99
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-09-26,120.1
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-09-26,20052.43
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-09-26,133.13
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-09-26,2775.32
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-09-26,22618.04
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-09-26,2622.89
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-09-26,70.24
66 Металлообрабатывающий завод,Провода,2025-09-26,117.58
66 Металлообрабатывающий завод,Металлоконструкции,2025-09-26,62107.19
Лепсе,Арматура,2025-09-26,148.85
Лепсе,Сетки металлические,2025-09-26,137.95
Завод Сельмаш,Корпуса,2025-09-26,4984.65
Лискимонтажконструкция,Металлоконструкции,2025-09-26,74213.35
Лискимонтажконструкция,Рессоры,2025-09-26,16383.75
Лискимонтажконструкция,Стальные изделия,2025-09-26,126.72
Завод корпусов,Стальные изделия,2025-09-26,117.28
Завод корпусов,Металлоконструкции,2025-09-26,64535.1
Завод корпусов,Корпуса,2025-09-26,5921.86
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-09-26,136.14
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-26,138.39
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-09-26,110.53
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-09-26,129.32
